2019-01-16 17:34:47.6125||INFO|Microsoft.AspNetCore.DataProtection.KeyManagement.XmlKeyManager|User profile is available. Using 'C:\Users\Administrator\AppData\Local\ASP.NET\DataProtection-Keys' as key repository and Windows DPAPI to encrypt keys at rest. |url: |action: 
2019-01-16 17:34:49.5120|1|INFO|Microsoft.AspNetCore.Hosting.Internal.WebHost|Request starting HTTP/1.1 GET http://localhost:5000/api/values   |url: http://localhost/api/values|action: 
2019-01-16 17:34:49.8053|2|INFO|Microsoft.AspNetCore.Hosting.Internal.WebHost|Request finished in 293.9228ms 404  |url: http://localhost/api/values|action: 
2019-01-16 17:35:00.4538|1|INFO|Microsoft.AspNetCore.Hosting.Internal.WebHost|Request starting HTTP/1.1 GET http://localhost:5000/swagger   |url: http://localhost/swagger|action: 
2019-01-16 17:35:00.4538|2|INFO|Microsoft.AspNetCore.Hosting.Internal.WebHost|Request finished in 2.837ms 301  |url: http://localhost/swagger|action: 
2019-01-16 17:35:00.4800|1|INFO|Microsoft.AspNetCore.Hosting.Internal.WebHost|Request starting HTTP/1.1 GET http://localhost:5000/swagger/index.html   |url: http://localhost/swagger/index.html|action: 
2019-01-16 17:35:00.5571|2|INFO|Microsoft.AspNetCore.Hosting.Internal.WebHost|Request finished in 79.8041ms 200 text/html |url: http://localhost/swagger/index.html|action: 
2019-01-16 17:35:00.8567|1|INFO|Microsoft.AspNetCore.Hosting.Internal.WebHost|Request starting HTTP/1.1 GET http://localhost:5000/swagger/v1/swagger.json   |url: http://localhost/swagger/v1/swagger.json|action: 
2019-01-16 17:35:01.0253|2|INFO|Microsoft.AspNetCore.Hosting.Internal.WebHost|Request finished in 168.6377ms 200 application/json;charset=utf-8 |url: http://localhost/swagger/v1/swagger.json|action: 
2019-01-16 17:51:35.1999||INFO|Microsoft.AspNetCore.DataProtection.KeyManagement.XmlKeyManager|User profile is available. Using 'C:\Users\Administrator\AppData\Local\ASP.NET\DataProtection-Keys' as key repository and Windows DPAPI to encrypt keys at rest. |url: |action: 
2019-01-16 17:51:36.0740|1|INFO|Microsoft.AspNetCore.Hosting.Internal.WebHost|Request starting HTTP/1.1 GET http://localhost:5000/api/values   |url: http://localhost/api/values|action: 
2019-01-16 17:51:36.3406|2|INFO|Microsoft.AspNetCore.Hosting.Internal.WebHost|Request finished in 267.5002ms 404  |url: http://localhost/api/values|action: 
2019-01-16 17:51:56.4454||INFO|Microsoft.AspNetCore.DataProtection.KeyManagement.XmlKeyManager|User profile is available. Using 'C:\Users\Administrator\AppData\Local\ASP.NET\DataProtection-Keys' as key repository and Windows DPAPI to encrypt keys at rest. |url: |action: 
2019-01-16 17:51:57.9145|1|INFO|Microsoft.AspNetCore.Hosting.Internal.WebHost|Request starting HTTP/1.1 GET http://localhost:5000/api/values   |url: http://localhost/api/values|action: 
2019-01-16 17:51:58.2812|2|INFO|Microsoft.AspNetCore.Hosting.Internal.WebHost|Request finished in 370.3104ms 404  |url: http://localhost/api/values|action: 
2019-01-16 17:52:14.4140|1|INFO|Microsoft.AspNetCore.Hosting.Internal.WebHost|Request starting HTTP/1.1 GET http://localhost:5000/swagger   |url: http://localhost/swagger|action: 
2019-01-16 17:52:14.4291|2|INFO|Microsoft.AspNetCore.Hosting.Internal.WebHost|Request finished in 14.4923ms 301  |url: http://localhost/swagger|action: 
2019-01-16 17:52:14.4596|1|INFO|Microsoft.AspNetCore.Hosting.Internal.WebHost|Request starting HTTP/1.1 GET http://localhost:5000/swagger/index.html   |url: http://localhost/swagger/index.html|action: 
2019-01-16 17:52:14.5764|2|INFO|Microsoft.AspNetCore.Hosting.Internal.WebHost|Request finished in 127.9887ms 200 text/html |url: http://localhost/swagger/index.html|action: 
2019-01-16 17:52:14.6184|1|INFO|Microsoft.AspNetCore.Hosting.Internal.WebHost|Request starting HTTP/1.1 GET http://localhost:5000/swagger/swagger-ui-bundle.js   |url: http://localhost/swagger/swagger-ui-bundle.js|action: 
2019-01-16 17:52:14.6184|1|INFO|Microsoft.AspNetCore.Hosting.Internal.WebHost|Request starting HTTP/1.1 GET http://localhost:5000/swagger/swagger-ui-standalone-preset.js   |url: http://localhost/swagger/swagger-ui-standalone-preset.js|action: 
2019-01-16 17:52:14.6184|1|INFO|Microsoft.AspNetCore.Hosting.Internal.WebHost|Request starting HTTP/1.1 GET http://localhost:5000/swagger/swagger-ui.css   |url: http://localhost/swagger/swagger-ui.css|action: 
2019-01-16 17:52:14.6793|2|INFO|Microsoft.AspNetCore.StaticFiles.StaticFileMiddleware|Sending file. Request path: '/swagger-ui-standalone-preset.js'. Physical path: 'N/A' |url: http://localhost/swagger/swagger-ui-standalone-preset.js|action: 
2019-01-16 17:52:14.6896|2|INFO|Microsoft.AspNetCore.StaticFiles.StaticFileMiddleware|Sending file. Request path: '/swagger-ui.css'. Physical path: 'N/A' |url: http://localhost/swagger/swagger-ui.css|action: 
2019-01-16 17:52:14.6896|2|INFO|Microsoft.AspNetCore.Hosting.Internal.WebHost|Request finished in 75.8615ms 200 application/javascript |url: http://localhost/swagger/swagger-ui-standalone-preset.js|action: 
2019-01-16 17:52:14.6896|2|INFO|Microsoft.AspNetCore.Hosting.Internal.WebHost|Request finished in 82.2627ms 200 text/css |url: http://localhost/swagger/swagger-ui.css|action: 
2019-01-16 17:52:14.7137|2|INFO|Microsoft.AspNetCore.StaticFiles.StaticFileMiddleware|Sending file. Request path: '/swagger-ui-bundle.js'. Physical path: 'N/A' |url: http://localhost/swagger/swagger-ui-bundle.js|action: 
2019-01-16 17:52:14.7169|2|INFO|Microsoft.AspNetCore.Hosting.Internal.WebHost|Request finished in 117.9739ms 200 application/javascript |url: http://localhost/swagger/swagger-ui-bundle.js|action: 
2019-01-16 17:52:28.4835|1|INFO|Microsoft.AspNetCore.Hosting.Internal.WebHost|Request starting HTTP/1.1 GET http://localhost:5000/swagger   |url: http://localhost/swagger|action: 
2019-01-16 17:52:28.4993|2|INFO|Microsoft.AspNetCore.Hosting.Internal.WebHost|Request finished in 11.476ms 301  |url: http://localhost/swagger|action: 
2019-01-16 17:52:28.4993|1|INFO|Microsoft.AspNetCore.Hosting.Internal.WebHost|Request starting HTTP/1.1 GET http://localhost:5000/swagger/index.html   |url: http://localhost/swagger/index.html|action: 
2019-01-16 17:52:28.5145|2|INFO|Microsoft.AspNetCore.Hosting.Internal.WebHost|Request finished in 5.1438ms 200 text/html |url: http://localhost/swagger/index.html|action: 
2019-01-16 17:53:25.9029|1|INFO|Microsoft.AspNetCore.Hosting.Internal.WebHost|Request starting HTTP/1.1 GET http://localhost:5000/swagger/index.html   |url: http://localhost/swagger/index.html|action: 
2019-01-16 17:53:25.9190|2|INFO|Microsoft.AspNetCore.Hosting.Internal.WebHost|Request finished in 16.2209ms 200 text/html |url: http://localhost/swagger/index.html|action: 
2019-01-16 17:53:25.9383|1|INFO|Microsoft.AspNetCore.Hosting.Internal.WebHost|Request starting HTTP/1.1 GET http://localhost:5000/swagger/swagger-ui.css   |url: http://localhost/swagger/swagger-ui.css|action: 
2019-01-16 17:53:25.9503|6|INFO|Microsoft.AspNetCore.StaticFiles.StaticFileMiddleware|The file /swagger-ui.css was not modified |url: http://localhost/swagger/swagger-ui.css|action: 
2019-01-16 17:53:25.9503|2|INFO|Microsoft.AspNetCore.Hosting.Internal.WebHost|Request finished in 23.1348ms 304 text/css |url: http://localhost/swagger/swagger-ui.css|action: 
2019-01-16 17:54:04.1456||INFO|Microsoft.AspNetCore.DataProtection.KeyManagement.XmlKeyManager|User profile is available. Using 'C:\Users\Administrator\AppData\Local\ASP.NET\DataProtection-Keys' as key repository and Windows DPAPI to encrypt keys at rest. |url: |action: 
2019-01-16 17:54:06.3410|1|INFO|Microsoft.AspNetCore.Hosting.Internal.WebHost|Request starting HTTP/1.1 GET http://localhost:5000/api/values   |url: http://localhost/api/values|action: 
2019-01-16 17:54:06.6405|2|INFO|Microsoft.AspNetCore.Hosting.Internal.WebHost|Request finished in 301.3666ms 404  |url: http://localhost/api/values|action: 
2019-01-16 17:54:13.0909|1|INFO|Microsoft.AspNetCore.Hosting.Internal.WebHost|Request starting HTTP/1.1 GET http://localhost:5000/swagger/index.html   |url: http://localhost/swagger/index.html|action: 
2019-01-16 17:54:13.2117|2|INFO|Microsoft.AspNetCore.Hosting.Internal.WebHost|Request finished in 121.1167ms 200 text/html |url: http://localhost/swagger/index.html|action: 
2019-01-16 17:54:42.3335||INFO|Microsoft.AspNetCore.DataProtection.KeyManagement.XmlKeyManager|User profile is available. Using 'C:\Users\Administrator\AppData\Local\ASP.NET\DataProtection-Keys' as key repository and Windows DPAPI to encrypt keys at rest. |url: |action: 
2019-01-16 17:54:43.8921|1|INFO|Microsoft.AspNetCore.Hosting.Internal.WebHost|Request starting HTTP/1.1 GET http://localhost:5000/api/values   |url: http://localhost/api/values|action: 
2019-01-16 17:54:44.1272|2|INFO|Microsoft.AspNetCore.Hosting.Internal.WebHost|Request finished in 235.7845ms 404  |url: http://localhost/api/values|action: 
2019-01-16 17:54:50.9017|1|INFO|Microsoft.AspNetCore.Hosting.Internal.WebHost|Request starting HTTP/1.1 GET http://localhost:5000/swagger/index.html   |url: http://localhost/swagger/index.html|action: 
2019-01-16 17:54:50.9899|2|INFO|Microsoft.AspNetCore.Hosting.Internal.WebHost|Request finished in 88.4427ms 200 text/html |url: http://localhost/swagger/index.html|action: 
2019-01-16 17:55:40.7200||INFO|Microsoft.AspNetCore.DataProtection.KeyManagement.XmlKeyManager|User profile is available. Using 'C:\Users\Administrator\AppData\Local\ASP.NET\DataProtection-Keys' as key repository and Windows DPAPI to encrypt keys at rest. |url: |action: 
2019-01-16 17:55:41.6075|1|INFO|Microsoft.AspNetCore.Hosting.Internal.WebHost|Request starting HTTP/1.1 GET http://localhost:5000/api/values   |url: http://localhost/api/values|action: 
2019-01-16 17:55:41.9191|2|INFO|Microsoft.AspNetCore.Hosting.Internal.WebHost|Request finished in 312.5168ms 404  |url: http://localhost/api/values|action: 
2019-01-16 17:55:46.5427|1|INFO|Microsoft.AspNetCore.Hosting.Internal.WebHost|Request starting HTTP/1.1 GET http://localhost:5000/swagger/index.html   |url: http://localhost/swagger/index.html|action: 
2019-01-16 17:55:46.6462|2|INFO|Microsoft.AspNetCore.Hosting.Internal.WebHost|Request finished in 103.5389ms 200 text/html |url: http://localhost/swagger/index.html|action: 
2019-01-16 17:56:21.8854|1|INFO|Microsoft.AspNetCore.Hosting.Internal.WebHost|Request starting HTTP/1.1 GET http://localhost:5000/swagger/v1/swagger.json   |url: http://localhost/swagger/v1/swagger.json|action: 
2019-01-16 17:56:22.0463|2|INFO|Microsoft.AspNetCore.Hosting.Internal.WebHost|Request finished in 160.9322ms 200 application/json;charset=utf-8 |url: http://localhost/swagger/v1/swagger.json|action: 
2019-01-16 17:57:15.5330|1|INFO|Microsoft.AspNetCore.Hosting.Internal.WebHost|Request starting HTTP/1.1 GET http://localhost:5000/swagger/index.html   |url: http://localhost/swagger/index.html|action: 
2019-01-16 17:57:15.5330|2|INFO|Microsoft.AspNetCore.Hosting.Internal.WebHost|Request finished in 1.7076ms 200 text/html |url: http://localhost/swagger/index.html|action: 
2019-01-16 17:57:15.5330|1|INFO|Microsoft.AspNetCore.Hosting.Internal.WebHost|Request starting HTTP/1.1 GET http://localhost:5000/swagger/swagger-ui.css   |url: http://localhost/swagger/swagger-ui.css|action: 
2019-01-16 17:57:15.5518|6|INFO|Microsoft.AspNetCore.StaticFiles.StaticFileMiddleware|The file /swagger-ui.css was not modified |url: http://localhost/swagger/swagger-ui.css|action: 
2019-01-16 17:57:15.5518|2|INFO|Microsoft.AspNetCore.Hosting.Internal.WebHost|Request finished in 14.3909ms 304 text/css |url: http://localhost/swagger/swagger-ui.css|action: 
2019-01-16 17:57:15.6317|1|INFO|Microsoft.AspNetCore.Hosting.Internal.WebHost|Request starting HTTP/1.1 GET http://localhost:5000/swagger/swagger-ui-bundle.js   |url: http://localhost/swagger/swagger-ui-bundle.js|action: 
2019-01-16 17:57:15.6317|6|INFO|Microsoft.AspNetCore.StaticFiles.StaticFileMiddleware|The file /swagger-ui-bundle.js was not modified |url: http://localhost/swagger/swagger-ui-bundle.js|action: 
2019-01-16 17:57:15.6317|2|INFO|Microsoft.AspNetCore.Hosting.Internal.WebHost|Request finished in 1.6366ms 304 application/javascript |url: http://localhost/swagger/swagger-ui-bundle.js|action: 
2019-01-16 17:57:15.8010|1|INFO|Microsoft.AspNetCore.Hosting.Internal.WebHost|Request starting HTTP/1.1 GET http://localhost:5000/swagger/swagger-ui-standalone-preset.js   |url: http://localhost/swagger/swagger-ui-standalone-preset.js|action: 
2019-01-16 17:57:15.8010|6|INFO|Microsoft.AspNetCore.StaticFiles.StaticFileMiddleware|The file /swagger-ui-standalone-preset.js was not modified |url: http://localhost/swagger/swagger-ui-standalone-preset.js|action: 
2019-01-16 17:57:15.8010|2|INFO|Microsoft.AspNetCore.Hosting.Internal.WebHost|Request finished in 4.4809ms 304 application/javascript |url: http://localhost/swagger/swagger-ui-standalone-preset.js|action: 
2019-01-16 17:57:15.9029|1|INFO|Microsoft.AspNetCore.Hosting.Internal.WebHost|Request starting HTTP/1.1 GET http://localhost:5000/swagger/v1/swagger.json   |url: http://localhost/swagger/v1/swagger.json|action: 
2019-01-16 17:57:15.9029|2|INFO|Microsoft.AspNetCore.Hosting.Internal.WebHost|Request finished in 4.0306ms 200 application/json;charset=utf-8 |url: http://localhost/swagger/v1/swagger.json|action: 
2019-01-16 17:58:09.1865||INFO|Microsoft.AspNetCore.DataProtection.KeyManagement.XmlKeyManager|User profile is available. Using 'C:\Users\Administrator\AppData\Local\ASP.NET\DataProtection-Keys' as key repository and Windows DPAPI to encrypt keys at rest. |url: |action: 
2019-01-16 17:58:10.4972|1|INFO|Microsoft.AspNetCore.Hosting.Internal.WebHost|Request starting HTTP/1.1 GET http://localhost:5000/api/values   |url: http://localhost/api/values|action: 
2019-01-16 17:58:10.8375|2|INFO|Microsoft.AspNetCore.Hosting.Internal.WebHost|Request finished in 350.0007ms 404  |url: http://localhost/api/values|action: 
2019-01-16 17:58:14.9056|1|INFO|Microsoft.AspNetCore.Hosting.Internal.WebHost|Request starting HTTP/1.1 GET http://localhost:5000/swagger/index.html   |url: http://localhost/swagger/index.html|action: 
2019-01-16 17:58:15.0104|2|INFO|Microsoft.AspNetCore.Hosting.Internal.WebHost|Request finished in 104.549ms 200 text/html |url: http://localhost/swagger/index.html|action: 
